Name;SystemName;ApplicationDeadline;Attributes;Categories;CategoriesClone;CityAddress;CitybreakPackageId;Description;Directions;Duration;EventUrl;ExpirationDate;ExtensionData;ExternalSignupLink;ExternalSignupText;ForeignProductId;ForeignProductIds;GeoNode;Id;Image;ImageClone;ImageId;ImageIds;Images;Introduction;IsHighlight;Latitude;Link1Description;Link1Name;Link1Url;Link2Description;Link2Name;Link2Url;Link3Description;Link3Name;Link3Url;Longitude;MembershipRequired;Occasions;OrganizationId;OrganizerName;Other;ParentProductId;PhoneNumber;PhoneNumberBooking;POIs;PostalCode;Price;ProductReference;ProductType;PublishedDate;Relevance;RevisionDate;SignupRequired;Status;StreetAddress1;SupplierId;TemplateId;TrackingPixelUrl;UrlName;Website;Version
Grönvallska Gården i Hembygdsparken;Grönvallska Gården i Hembygdsparken;;Värde:Grönvallska Gården i Hembygdsparken| Värde:Grönvallska Gården var ursprungligen belägen på Storgatan 73, och är byggd i korsvirke 1817. Huset har tillhört garvaren Ludvig Grönwall. Interiört visas ett borgarhem från slutet av 1800-talet. | Värde: Huset har tillhört garvaren Ludvig Grönwall. Interiört visas ett burget borgarhem från slutet av 1800-talet.| Värde:{A}| Värde:Thorslundsgatan| Värde:0431-41 12 20| Värde:262 33| Värde:Ängelholm| Värde:+46| Värde:14| Värde:56,2534595600995| Värde:12,8636169433594| Url: http://images.citybreak.com/image.aspx?ImageId=1398434 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Museer;Museer;Ängelholm;;Huset har tillhört garvaren Ludvig Grönwall. Interiört visas ett burget borgarhem från slutet av 1800-talet.;;;;;{};;;;[];Ängelholm;409975;Url: http://images.citybreak.com/image.aspx?ImageId=1398434 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1398434 ProducedBy: CopyrightBy: Keywords:;1398434;1398434;Url: http://images.citybreak.com/image.aspx?ImageId=1398434 ProducedBy: CopyrightBy: Keywords:;Grönvallska Gården var ursprungligen belägen på Storgatan 73, och är byggd i korsvirke 1817. Huset har tillhört garvaren Ludvig Grönwall. Interiört visas ett borgarhem från slutet av 1800-talet. ;False;56,2534595600995;;;;;;;;;;12,8636169433594;False;;532;;;;0431-41 12 20;;;262 33;;;Product;2015-03-27 12:22:53;Regional;2013-07-17 00:00:00;False;Active;Thorslundsgatan;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=409975&l=1&t=1;Gronvallska_Garden_i_Hembygdsparken_409975;;8
Fågelvandring på Kullaberg;Fågelvandring Vårfåglar Kullaberg;;Värde:Fågelvandring på Kullaberg| Värde:Från Höganäs passera Mölle. Kör mot Kullens fyr så långt ni kan. Parkera bilen på parkeringsplatsen och gå de sista 500 meterna till Naturum som ligger granne med fyren. Vi samlas vid Naturum.| Värde:Följ med en ornitolog på morgonvandring på vackra Kullaberg. Ni får se de vackraste och intressantaste platserna ur ” fågelperspektiv”! Kikare finns att låna. Start och stopp vid Naturum vid Kullens fyr. Start kl 08:00. Vandringen tar ca 2 timmar.| Värde:Kullaberg är en av landets förnämsta fågellokaler på vår och höst. Det förekommer både vanliga och ovanliga fåglar här. En fantastisk natur kombinerat med härliga upplevelser kan vi erbjuda er. Birdwave genomför fågel- och naturvandringar på Kullaberg. Det kan vara väldigt gott om sträckande och rastande fåglar. Birdwave tar er runt på stigar och hjälper er med bestämningen av de fåglar vi ser. Birdwave lånar ut kikare till de som inte har egen. Guiden har tubkikare med som ni får titta i när vi s...;Aktiviteter;Aktiviteter;;0;Kullaberg är en av landets förnämsta fågellokaler på vår och höst. Det förekommer både vanliga och ovanliga fåglar här. En fantastisk natur kombinerat med härliga upplevelser kan vi erbjuda er. Birdwave genomför fågel- och naturvandringar på Kullaberg. Det kan vara väldigt gott om sträckande och rastande fåglar. Birdwave tar er runt på stigar och hjälper er med bestämningen av de fåglar vi ser. Birdwave lånar ut kikare till de som inte har egen. Guiden har tubkikare med som ni får titta i när vi ser något på håll. Medtag även fika då vi tar oss tid till detta också. Ev. avbokning kan ske senast 1 vecka före arrangemangsdagen.;Från Höganäs passera Mölle. Kör mot Kullens fyr så långt ni kan. Parkera bilen på parkeringsplatsen och gå de sista 500 meterna till Naturum som ligger granne med fyren. Vi samlas vid Naturum.;;;;{};;;38990;[ 228481 ];Höganäs & Kullabygden;411068;Url: http://images.citybreak.com/image.aspx?ImageId=1392983 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1392983 ProducedBy: CopyrightBy: Keywords:;1392983;1392983;Url: http://images.citybreak.com/image.aspx?ImageId=1392983 ProducedBy: CopyrightBy: Keywords:;Följ med en ornitolog på morgonvandring på vackra Kullaberg. Ni får se de vackraste och intressantaste platserna ur ” fågelperspektiv”! Kikare finns att låna. Start och stopp vid Naturum vid Kullens fyr. Start kl 08:00. Vandringen tar ca 2 timmar.;False;0;;;;;;;;;;0;False;;532;;;;706341113;706341113;;;;ptg:38990;Product;2013-06-29 15:31:32;Regional;;False;Active;;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=411068&l=1&t=1;Fagelvandring_Varfaglar_Kullaberg_411068;;156
Naturvandring med klockgroda;Klockgrodor vid Lerhamn;;Värde:Naturvandring med klockgroda| Värde:Efter Nyhamnsläge (väg 111) från Helsingborg. Ta till vänster mot Lerhamn. Följ anvisad P-skyltning och gå sedan till hamnen där samling sker.| Värde:Mölle fälad är ett stycke unik natur. Följ med Lars Bergendorf som kan det mesta om klockgrodor och andra amfibier.| Värde:Vi träffas i Lerhamn på parkeringen och gör en vandring på fäladen. Efter en skön promenad från Lerhamn försöker vi även få syn på klockgrodorna som nu spelar för fullt på vissa platser på fäladen. Mölle fälad är ett av få ställen där man träffar den speciella klockgrodan. Kanske dyker det upp en snok längs vägen. Havet finns närvarande hela tiden. En oförglömlig naturupplevelse för alla i ett unikt landskap. Stövlar är bra att ha på. Fika medtages. Välkommen att uppleva det vilda Kullaberg Samling Lerhamns parkering vid hamnen kl 13:00 Guide Lars Bergendorf.| Url: http://images.citybreak.com/image.aspx?ImageId=297841 ProducedBy: CopyrightBy: |Url: http://images.citybreak.c...;Guidad tur;Guidad tur;;;Vi träffas i Lerhamn på parkeringen och gör en vandring på fäladen. Efter en skön promenad från Lerhamn försöker vi även få syn på klockgrodorna som nu spelar för fullt på vissa platser på fäladen. Mölle fälad är ett av få ställen där man träffar den speciella klockgrodan. Kanske dyker det upp en snok längs vägen. Havet finns närvarande hela tiden. En oförglömlig naturupplevelse för alla i ett unikt landskap. Stövlar är bra att ha på. Fika medtages. Välkommen att uppleva det vilda Kullaberg Samling Lerhamns parkering vid hamnen kl 13:00 Guide Lars Bergendorf.;Efter Nyhamnsläge (väg 111) från Helsingborg. Ta till vänster mot Lerhamn. Följ anvisad P-skyltning och gå sedan till hamnen där samling sker.;;;;{};;;38991;[ 177932 ];Höganäs & Kullabygden;411070;Url: http://images.citybreak.com/image.aspx?ImageId=297841 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=297841 ProducedBy: CopyrightBy: Keywords:;297841;297841,2560559,2560560;Url: http://images.citybreak.com/image.aspx?ImageId=297841 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2560559 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2560560 ProducedBy: CopyrightBy: Keywords:;Mölle fälad är ett stycke unik natur. Följ med Lars Bergendorf som kan det mesta om klockgrodor och andra amfibier.;False;0;;;;;;;;;;0;False;;532;;;;706341113;;;Kullaberg;;ptg:38991;Product;2015-06-21 12:05:10;Regional;;False;Active;Lerhamn;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=411070&l=1&t=1;Klockgrodor_vid_Lerhamn_411070;;1163
Ekhems Gård;Ekhems Gård;;Värde:Ekhems Gård| Värde:http://www.ekhemsgard.nu| Värde:Gårdsbutiken på fädernegården med det breda sortimentet. Ekhems Gård erbjuder även boende i form av lägenheter för den som vill ha en helhetsupplevelse.| Värde:Ekhems Gård, som funnits i familjen sedan 4 generationer, har förvandlats från ett litet familjejordbruk till ett företag i tiden med gårdsbutik, massage och gårdshotell. Ett populärt utflyktsmål som sätter guldkant på tillvaron. Välkommen du också!| Värde:gårdsbutik| Värde:Ekhems Gård| Värde:Hålevägen 45| Värde:0431-45 11 10| Värde:269 73 Förslöv| Värde:0046| Värde: info@ekhemsgard.nu | Värde:17| Url: http://images.citybreak.com/image.aspx?ImageId=1397499 ProducedBy: CopyrightBy: |Värde:56,3559071211485| Värde:12,8358936309814| Värde:60| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Gårdsbutik, Gårdsbutik;Gårdsbutik, Gårdsbutik;269 73 Förslöv;;Ekhems Gård, som funnits i familjen sedan 4 generationer, har förvandlats från ett litet familjejordbruk till ett företag i tiden med gårdsbutik, massage och gårdshotell. Ett populärt utflyktsmål som sätter guldkant på tillvaron. Välkommen du också!;;;;;{};;;;[];Ängelholm;411118;Url: http://images.citybreak.com/image.aspx?ImageId=1397499 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1397499 ProducedBy: CopyrightBy: Keywords:;1397499;1397499;Url: http://images.citybreak.com/image.aspx?ImageId=1397499 ProducedBy: CopyrightBy: Keywords:;Gårdsbutiken på fädernegården med det breda sortimentet. Ekhems Gård erbjuder även boende i form av lägenheter för den som vill ha en helhetsupplevelse.;False;56,3559071211485;;;;;;;;;;12,8358936309814;False;;532;;;;0431-45 11 10;;;Hålevägen 45;;;Product;2015-05-25 10:10:29;Regional;2013-07-21 00:00:00;False;Active;;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=411118&l=1&t=1;Ekhems_Gard_411118;http://www.ekhemsgard.nu;14
Kanotäventyr på Rönne å, Ängelholm;Kanotäventyr på Rönne å, Ängelholm;;Värde:Längs Rönne å finns flera fina vindskydd där ni kan övernatta, bla i Höja och vid Roddklubben. Under er paddling genom Ängelholm kommer ni att passera inte mindre än 7 broar och få uppleva väldigt varierad natur. Ni väljer själv hur många dagar ni vill hyra kanot. I dessa priser ingår 2 flytvästar, 2 paddlar och 1 kanotvagn Extra paddel 25 kr /st Extra flytväst 25 kr / st Barn ( 3 – 8 år ) som sitter på extra barnsits i kanoten ( max 2 / kanot ) 25 kr i detta priset ingår 1 flytväst/ barnsits | Värde:Rönne å slingrar sig vackert genom Ängelholm. Här erbjuds ni lätt paddling i en skön miljö. Det öppna landskapet, den lummiga och Amazonasliknande skogen samt stadsmiljö. Ni kan paddla hela vägen ut till mynningen i Skälderviken.| Värde:Kanotäventyr på Rönne å, Ängelholm| Värde:Uthämtning av kanot kl 10-14 vid Rodd & Kanotklubben, Reningsverksvägen 2 Återlämnas på samma plats senast kl 18 Per Svensson 070-325 96 38| Värde:http://www.paddlakanot.nu| Värde:Ängelholm| Värde:Reningsve...;Båt & kanot;Båt & kanot;Ängelholm;;Längs Rönne å finns flera fina vindskydd där ni kan övernatta, bla i Höja och vid Roddklubben. Under er paddling genom Ängelholm kommer ni att passera inte mindre än 7 broar och få uppleva väldigt varierad natur. Ni väljer själv hur många dagar ni vill hyra kanot. I dessa priser ingår 2 flytvästar, 2 paddlar och 1 kanotvagn Extra paddel 25 kr /st Extra flytväst 25 kr / st Barn ( 3 – 8 år ) som sitter på extra barnsits i kanoten ( max 2 / kanot ) 25 kr i detta priset ingår 1 flytväst/ barnsits ;Uthämtning av kanot kl 10-14 vid Rodd & Kanotklubben, Reningsverksvägen 2 Återlämnas på samma plats senast kl 18 Per Svensson 070-325 96 38;;;;{};;;85022;[ 247621 ];Ängelholm;411540;Url: http://images.citybreak.com/image.aspx?ImageId=1067489 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1067489 ProducedBy: CopyrightBy: Keywords:;1067489;1067489,1067490,1067491;Url: http://images.citybreak.com/image.aspx?ImageId=1067489 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1067490 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1067491 ProducedBy: CopyrightBy: Keywords:;Rönne å slingrar sig vackert genom Ängelholm. Här erbjuds ni lätt paddling i en skön miljö. Det öppna landskapet, den lummiga och Amazonasliknande skogen samt stadsmiljö. Ni kan paddla hela vägen ut till mynningen i Skälderviken.;False;56,255339920135;;;;;;;;;;12,8569757938385;False;;532;;;;703259638;703259638;;;;ptg:85022;Product;2015-06-21 12:09:45;Regional;;False;Active;Reningsverksvägen 2;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=411540&l=1&t=1;Kanotaventyr_pa_Ronne_a_Angelholm_411540;http://www.paddlakanot.nu;2047
Lotties Trädgård;Lotties Trädgård;;Värde:Lotties Trädgård| Värde:Trädgård på 3 600 kvm med många miljöer. En lummig och inspirerande trädgård med avkopplande atmosfär. | Värde:Trädgården innehåller många olika rum och ett flertal dammar. Den är under ständig utveckling. Trädgård med omtanke även om vilda örter och djurliv. Café med hembakat kan avnjutas i någon av trädgårdens många sittplatser eller i växthuset. Här finns också utställningar i Lilla Galleriet och ute i trädgården av olika konstnärer. Butik med plantförsäljning. | Värde:http://www.lottiestradgard.se| Värde:{A}| Värde:Rönnebodavägen 277| Värde:262 96| Värde:0431-223 29| Värde:56,2155129| Värde:12,8628921| Värde:Ängelholm| Värde:+46| Värde:lottie.hermansson@telia.com| Värde:14| Url: http://images.citybreak.com/image.aspx?ImageId=1401119 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Gårdsbutik, Park/trädgård;Gårdsbutik, Park/trädgård;Ängelholm;;Trädgården innehåller många olika rum och ett flertal dammar. Den är under ständig utveckling. Trädgård med omtanke även om vilda örter och djurliv. Café med hembakat kan avnjutas i någon av trädgårdens många sittplatser eller i växthuset. Här finns också utställningar i Lilla Galleriet och ute i trädgården av olika konstnärer. Butik med plantförsäljning. ;;;;;{};;;;[];Ängelholm;413590;Url: http://images.citybreak.com/image.aspx?ImageId=1401119 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1401119 ProducedBy: CopyrightBy: Keywords:;1401119;1401119;Url: http://images.citybreak.com/image.aspx?ImageId=1401119 ProducedBy: CopyrightBy: Keywords:;Trädgård på 3 600 kvm med många miljöer. En lummig och inspirerande trädgård med avkopplande atmosfär. ;False;56,2155129;;;;;;;;;;12,8628921;False;;532;;;;0431-223 29;;;262 96;;;Product;2015-04-28 13:01:29;Regional;2013-07-25 00:00:00;False;Active;Rönnebodavägen 277;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=413590&l=1&t=1;Lotties_Tradgard_413590;http://www.lottiestradgard.se;10
Luntertunstugan;Luntertunstugan;;Värde:Luntertunstugan| Värde:Det äldsta huset i Hembygdsparken, troligen från 1673, enligt träbjälke ovanför ingången. Skänktes 1935 till den nyanlagda hembygdsparken. Interiören visar ett gammalt bondehem. | Värde:{A}| Värde:Thorslundsgatan| Värde:0431-41 12 20| Värde:56,2528873878264| Värde:12,8647327423096| Värde:262 33| Värde:Ängelholm| Värde:+46| Värde:14| Url: http://images.citybreak.com/image.aspx?ImageId=1401117 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False;Museer;Museer;Ängelholm;;;;;;;{};;;;[];Ängelholm;413918;Url: http://images.citybreak.com/image.aspx?ImageId=1401117 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1401117 ProducedBy: CopyrightBy: Keywords:;1401117;1401117;Url: http://images.citybreak.com/image.aspx?ImageId=1401117 ProducedBy: CopyrightBy: Keywords:;Det äldsta huset i Hembygdsparken, troligen från 1673, enligt träbjälke ovanför ingången. Skänktes 1935 till den nyanlagda hembygdsparken. Interiören visar ett gammalt bondehem. ;False;56,2528873878264;;;;;;;;;;12,8647327423096;False;;532;;;;0431-41 12 20;;;262 33;;;Product;2015-03-27 12:44:56;Regional;2013-07-28 00:00:00;False;Active;Thorslundsgatan;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=413918&l=1&t=1;Luntertunstugan_413918;;6
Läder & lokalhistoriska muséet;Läder & lokalhistoriska muséet;;Värde:Läder & lokalhistoriska muséet| Värde:Läder och Lokalhistoriska museet, nytt ifrån 2007. | Värde:Här kan man se samlingar ifrån läderepoken i Ängelholm. | Värde:{A}| Värde:Thorslundsgatan| Värde:262 33| Värde:0431-41 12 20| Värde:56,2528873878264| Värde:12,864818572998| Värde:Ängelholm| Värde:+46| Värde:14| Url: http://images.citybreak.com/image.aspx?ImageId=1401037 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Museer;Museer;Ängelholm;;Här kan man se samlingar ifrån läderepoken i Ängelholm. ;;;;;{};;;;[];Ängelholm;413926;Url: http://images.citybreak.com/image.aspx?ImageId=1401037 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1401037 ProducedBy: CopyrightBy: Keywords:;1401037;1401037;Url: http://images.citybreak.com/image.aspx?ImageId=1401037 ProducedBy: CopyrightBy: Keywords:;Läder och Lokalhistoriska museet, nytt ifrån 2007. ;False;56,2528873878264;;;;;;;;;;12,864818572998;False;;532;;;;0431-41 12 20;;;262 33;;;Product;2015-03-27 12:42:41;Regional;2013-07-28 00:00:00;False;Active;Thorslundsgatan;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=413926&l=1&t=1;Lader__lokalhistoriska_museet_413926;;5
Skolmuséet;Skolmuséet;;Värde:Skolmuséet| Värde:Skolmuseet, i gammal stil, byggdes 1999. Här kan man se klassinteriörer från 1890-talet och 1930-talet, landets första skoltandvårdsutrustning, en stor samling planscher, skolkort, slöjdalster m.m.| Värde:{A}| Värde:http://www.engelholmshembygdspark.se/museer/| Värde:www.engelholmshembygdspark.se/museer/| Värde:30 Sek| Värde:museum, skola, school, schule| Värde:Sek| Värde:Skolmuséet| Värde:(0)431 41 10 27| Värde:Thorslundsgatan| Värde:266 33| Värde:Ängelholm| Värde:+46| Värde:14| Värde:56,2528873878264| Värde:12,8649044036865| Url: http://images.citybreak.com/image.aspx?ImageId=1401140 ProducedBy: CopyrightBy: |Värde:30| Värde:60| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:Fals...;Göra, Sevärdheter/besöksmål, Museer;Göra, Sevärdheter/besöksmål, Museer;Ängelholm;;;;;;;{};;;;[];Ängelholm;414022;Url: http://images.citybreak.com/image.aspx?ImageId=1401140 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1401140 ProducedBy: CopyrightBy: Keywords:;1401140;1401140;Url: http://images.citybreak.com/image.aspx?ImageId=1401140 ProducedBy: CopyrightBy: Keywords:;Skolmuseet, i gammal stil, byggdes 1999. Här kan man se klassinteriörer från 1890-talet och 1930-talet, landets första skoltandvårdsutrustning, en stor samling planscher, skolkort, slöjdalster m.m.;False;56,2528873878264;;;;;;;;;;12,8649044036865;False;;532;;;;(0)431 41 10 27;;;266 33;30 Sek;;Product;2015-05-01 14:42:12;Regional;2013-07-28 00:00:00;False;Active;Thorslundsgatan;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=414022&l=1&t=1;Skolmuseet_414022;http://www.engelholmshembygdspark.se/museer/;7
Tekniska muséet;Tekniska muséet;;"Värde:Tekniska muséet| Värde:En av museets sevärdheter är en Stoewer Automobil, tillverkad i Stettin år 1907. | Värde:Ängelholms Hembygdsförening lät uppföra Tekniska Museet 1992-1993. En av museets sevärdheter är en Stoewer Automobil, tillverkad i Stettin år 1907. Ägaren till bilen var disponent C A Pettersson ""Rem-Pelle"" som kom till Ängelholm 1915 och här startade Remfabriken, sedermera Sydläder. En annan sevärdhet är en Indian motorcykel från 1919. Här finns också gamla cyklar tex en höghjuling från 1800-talet , ateljékameror från 30-talet, gamla skrivmaskiner och radioapparater mm| Värde:http://www.engelholmshembygdspark.se| Värde:{A}| Värde:Thoslundsgatan| Värde:262 33| Värde:0431-41 12 20| Värde:Ängelholm| Värde:+46| Värde:14| Värde:56,2529827504658| Värde:12,8646469116211| Url: http://images.citybreak.com/image.aspx?ImageId=1401145 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False";Museer;Museer;Ängelholm;;"Ängelholms Hembygdsförening lät uppföra Tekniska Museet 1992-1993. En av museets sevärdheter är en Stoewer Automobil, tillverkad i Stettin år 1907. Ägaren till bilen var disponent C A Pettersson ""Rem-Pelle"" som kom till Ängelholm 1915 och här startade Remfabriken, sedermera Sydläder. En annan sevärdhet är en Indian motorcykel från 1919. Här finns också gamla cyklar tex en höghjuling från 1800-talet , ateljékameror från 30-talet, gamla skrivmaskiner och radioapparater mm";;;;;{};;;;[];Ängelholm;414047;Url: http://images.citybreak.com/image.aspx?ImageId=1401145 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1401145 ProducedBy: CopyrightBy: Keywords:;1401145;1401145;Url: http://images.citybreak.com/image.aspx?ImageId=1401145 ProducedBy: CopyrightBy: Keywords:;En av museets sevärdheter är en Stoewer Automobil, tillverkad i Stettin år 1907. ;False;56,2529827504658;;;;;;;;;;12,8646469116211;False;;532;;;;0431-41 12 20;;;262 33;;;Product;2014-02-27 14:07:55;Regional;2013-07-28 00:00:00;False;Active;Thoslundsgatan;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=414047&l=1&t=1;Tekniska_museet_414047;http://www.engelholmshembygdspark.se;3
Engelholms Volley;Engelholms Volley;;Värde:Engelholms Volley| Värde:EVS vill göra volleybollen till en trevlig och rolig fritidssysselsättning för barn, ungdomar och vuxna oavsett kön och etnisk bakgrund både som spelare eller åskådare i Ängelholms kommun med omnejd. | Värde:Ungdomsverksamheten i EVS har alltid stått sig bra i den skånska volleybollfamiljen. De har förfogat över bra ungdomar och duktiga ledare och eldsjälar. Framgångar har skördats såväl på ”hemmaplan” som på riksplan och landslag.| Värde:http://www.engelholmsvolley.se/| Värde:Ängelholm| Värde:+46| Värde:0431-144 44| Värde:engelholmsvolley@ektv.nu| Värde:Skolgatan 11| Värde:262 31| Url: http://images.citybreak.com/image.aspx?ImageId=1405925 ProducedBy: CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=1401294 ProducedBy: CopyrightBy: |Värde:56,24574047406| Värde:12,8667175769806| Värde:18| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Sport & äventyr;Sport & äventyr;Ängelholm;;Ungdomsverksamheten i EVS har alltid stått sig bra i den skånska volleybollfamiljen. De har förfogat över bra ungdomar och duktiga ledare och eldsjälar. Framgångar har skördats såväl på ”hemmaplan” som på riksplan och landslag.;;;;;{};;;;[];Ängelholm;414189;Url: http://images.citybreak.com/image.aspx?ImageId=1405925 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1405925 ProducedBy: CopyrightBy: Keywords:;1405925;1405925,1401294;Url: http://images.citybreak.com/image.aspx?ImageId=1405925 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1401294 ProducedBy: CopyrightBy: Keywords:;EVS vill göra volleybollen till en trevlig och rolig fritidssysselsättning för barn, ungdomar och vuxna oavsett kön och etnisk bakgrund både som spelare eller åskådare i Ängelholms kommun med omnejd. ;False;56,24574047406;;;;;;;;;;12,8667175769806;False;;532;;;;;0431-144 44;;262 31;;;Product;2015-04-02 11:07:03;Regional;2013-07-29 00:00:00;False;Active;Skolgatan 11;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=414189&l=1&t=1;Engelholms_Volley_414189;http://www.engelholmsvolley.se/;5
Längdskidåkning;Längdskidåkning;;Värde:Längdskidåkning| Värde:Längdsskidspår kan finnas i bla Koarp på Hallandsåsen. Hålehallstugan, här spåras det mellan Hålehall och Simontorp Även på Ängelholms Golfklubb och i Kronoskogen finns fina spår när vädret tillåter. Titta på hemsidan här intill för aktuella spårstatus. | Värde:http://www.skidspar.se/sok.php?d=0&t=2&l=12&k=126&q=&u=-1&b=-1| Värde:0431-821 30| Värde:56,2431591505965| Värde:12,8615570068359| Url: http://images.citybreak.com/image.aspx?ImageId=1402617 ProducedBy: CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=1402619 ProducedBy: CopyrightBy: |Värde:+46 | Värde:turist@engelholm.com| Värde:15;Sport & äventyr;Sport & äventyr;;;;;;;;{};;;;[];Ängelholm;415370;Url: http://images.citybreak.com/image.aspx?ImageId=1402617 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1402617 ProducedBy: CopyrightBy: Keywords:;1402617;1402617,1402619;Url: http://images.citybreak.com/image.aspx?ImageId=1402617 ProducedBy: CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=1402619 ProducedBy: CopyrightBy: Keywords:;Längdsskidspår kan finnas i bla Koarp på Hallandsåsen. Hålehallstugan, här spåras det mellan Hålehall och Simontorp Även på Ängelholms Golfklubb och i Kronoskogen finns fina spår när vädret tillåter. Titta på hemsidan här intill för aktuella spårstatus. ;False;56,2431591505965;;;;;;;;;;12,8615570068359;False;;532;;;;0431-821 30;;;;;;Product;2013-01-30 16:07:25;Regional;2013-07-30 00:00:00;False;Active;;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=415370&l=1&t=1;Langdskidakning_415370;http://www.skidspar.se/sok.php?d=0&t=2&l=12&k=126&q=&u=-1&b=-1;2
